日期,王者荣耀,lol,原神,绝地求生,和平精英,英雄联盟,穿越火线,cf,逆水寒,剑网3,梦幻西游,dnf,炉石传说,守望先锋,魔兽世界
2023-06-18,49580,21158,107798,8581,50336,18453,6450,6454,39025,1660,8779,18756,2370,2586,3707
2023-06-19,38087,19530,77943,4586,29492,16327,5051,6150,40450,2904,11458,18176,2332,2236,3730
2023-06-20,37862,18534,74749,4544,29793,15813,5051,6444,35919,1947,12972,17007,2321,2222,3787
2023-06-21,44712,24798,98360,6589,38169,19986,5682,6838,35345,1686,9862,14058,2371,2363,3721
2023-06-22,63479,22983,149428,11486,68319,20366,7972,9512,39479,1574,9104,20584,2550,2532,3741
2023-06-23,56847,18544,133745,10140,57423,16684,7530,8263,39812,1530,9362,14557,2349,2523,3677
2023-06-24,49149,17658,112055,7977,48544,16367,7496,8085,47653,1490,9251,13574,2367,2492,3661
2023-06-25,42611,19495,76281,4985,31054,16557,5747,7618,51286,1978,10080,16790,2272,2194,3718
2023-06-26,54721,17004,76719,4920,32328,15555,5370,6990,168965,2370,12413,14059,2130,2154,3671
2023-06-27,76487,17536,80454,5018,35328,15968,5858,8445,174569,1914,12746,13581,2146,2238,3659
2023-06-28,50056,23587,88977,6248,55080,19232,5907,7802,103535,1860,10102,10922,3498,2181,3686
2023-06-29,49374,27893,92929,6000,47868,21229,6427,8295,125634,2611,10133,11266,2466,2245,3729
2023-06-30,54491,23210,105193,7393,54832,18053,7379,9681,220685,2028,11024,9892,2324,2213,3765
2023-07-01,58673,23106,117805,9007,60668,19338,9989,15817,106367,1501,9258,9107,2392,2305,3575
2023-07-02,54167,20516,105308,8243,54885,18306,8165,10781,98573,1489,9227,8457,2318,2300,3529
2023-07-03,50476,22327,104666,6895,47049,17721,7025,8742,90042,1965,12104,8819,2203,2118,3614
2023-07-04,47658,21468,111435,7246,48210,17759,6631,8270,82284,1650,13105,9417,2367,2099,3573
2023-07-05,48648,19623,165179,7354,47786,16654,7062,9193,80668,1627,10401,15408,2367,2177,3866
2023-07-06,50623,19044,122246,7409,48551,16422,9034,9304,77365,1756,10187,24575,2371,2483,4064
2023-07-07,50242,21507,119537,8098,51305,18393,7171,8660,77460,1623,10398,12672,2475,2350,3759
2023-07-08,52200,17776,119333,8728,54701,16737,7606,9752,76930,1518,9667,9855,2455,2242,3680
2023-07-09,53551,19479,112261,8553,52468,18038,7402,8431,80420,1504,15739,9096,2363,2235,3696
2023-07-10,49253,16428,103076,8120,48900,15586,6836,8253,72472,2987,16644,10001,2356,2134,3790
2023-07-11,51541,17797,101422,7973,48010,15829,6990,8710,71240,2044,15074,9836,2541,2201,3918
2023-07-12,54430,21513,99766,10308,49306,18253,8556,13860,70986,1727,11313,12060,2554,2794,4557
2023-07-13,55736,26183,99769,9990,48960,21072,7598,10107,65476,2328,10339,12045,2499,2624,4538
2023-07-14,53110,19952,98606,15634,49636,17383,9001,12702,66288,1724,10517,9474,2459,2386,4250
2023-07-15,51625,18317,101060,10236,50889,16919,37918,74758,69717,1476,9074,7957,2475,2302,4319
2023-07-16,52184,17921,102043,10158,51016,16685,18779,30504,68937,1453,9153,7578,2486,2324,4207
2023-07-17,51016,23362,96258,9152,49362,19405,10514,16871,69959,2079,13004,8338,2490,2406,4620
2023-07-18,49628,25581,93332,8732,49016,24125,9794,16089,61623,1867,15129,8186,2495,2369,4514
2023-07-19,55371,19367,92592,8832,49583,17396,8774,13317,63838,1714,10362,10593,2454,2398,4128
2023-07-20,52593,38245,91488,8524,49029,26890,8154,11105,62301,3250,10225,12254,2520,3581,4051
2023-07-21,62091,28056,91109,8557,50759,21462,7997,10917,56974,4826,10064,7681,2382,2538,4206
2023-07-22,56394,26393,94911,8927,52991,22707,8327,11349,57095,5789,9167,6765,2357,2332,3948
2023-07-23,53684,21919,96067,8897,53370,20046,8014,10033,57180,9812,9414,6635,2356,2255,3595
2023-07-24,54021,26285,93347,8743,50331,22725,8010,10864,58986,6800,17228,7160,2471,2210,3889
2023-07-25,55960,20264,104879,9005,49917,18487,11034,17999,58698,11320,16929,6953,2565,2252,3725
2023-07-26,56883,19166,104915,9367,49777,17672,9783,16090,58147,3551,11125,7930,3333,2298,3768
2023-07-27,53981,19294,100552,8657,51236,18014,8878,12513,56865,4954,10320,8664,2738,2129,3832
2023-07-28,55184,18914,103514,8642,52132,18947,8393,11755,51339,3827,10779,6775,2672,2232,3811
2023-07-29,59823,18680,105456,8763,53506,18491,8767,11290,49130,2792,9606,6425,2718,2176,3660
2023-07-30,55377,18008,103667,8972,53406,18041,8561,10063,52752,2844,9192,5965,2630,2272,3760
2023-07-31,54671,16984,100069,8465,52434,17433,8166,9853,54115,2570,12706,8271,2550,2314,3767
2023-08-01,53764,19470,99759,8304,50024,18039,11220,20064,47412,1728,14180,6743,2757,2245,3851
2023-08-02,55838,18486,98818,8935,49582,16679,10209,16489,50565,1843,10332,8536,3179,2201,3964
2023-08-03,55242,21671,98585,8653,50062,18445,10927,18421,40956,1830,9960,9387,2830,2188,3974
2023-08-04,54220,16994,117490,8132,53743,15801,10591,15386,39521,1774,9741,7560,2727,2166,3686
2023-08-05,54909,21927,121307,8158,57508,19659,13094,25078,53505,1485,8811,6256,2694,2248,3598
2023-08-06,52921,24745,107943,8259,57058,23069,10308,16062,54725,1386,8575,5826,2725,2152,3669
2023-08-07,51911,23244,102697,8497,54989,20232,9214,13291,65397,2256,12530,6538,2604,2160,3688
2023-08-08,51621,31540,98667,8498,55400,26182,8130,11089,64890,1844,12419,6146,2577,2263,3998
2023-08-09,52525,16680,103142,10407,52889,17483,8136,10164,60044,1796,9852,9886,2631,2662,3918
2023-08-10,57146,13502,103230,8846,50992,15010,7942,9836,49984,2444,9515,7836,2556,2750,3906
2023-08-11,53544,13342,107240,8475,53731,14984,8081,9466,70571,1949,10323,6797,2607,6461,4073
2023-08-12,54334,13497,109592,8800,58066,15746,8598,11310,61350,1446,8733,7854,2734,4555,5074
2023-08-13,50593,12657,112168,9061,57567,14867,7978,9913,66389,1418,8978,6662,2623,3540,4769
2023-08-14,51762,12438,125631,9462,57888,14600,7369,8604,89993,2048,14481,6837,2535,3271,4942
2023-08-15,54937,12308,132339,9132,57433,14585,7373,7997,88178,1770,13526,7058,2509,3145,4725
2023-08-16,57469,14278,270521,9168,57103,15538,7373,7796,49837,1631,10073,11569,2729,2706,4575
2023-08-17,55312,19264,175117,9791,57071,17599,7625,8040,53949,1824,9610,15528,2721,2597,4425
2023-08-18,54254,21309,145567,9642,57484,17950,7187,7525,69188,1835,10137,12116,2676,2624,4254
2023-08-19,54430,31803,140750,9482,57750,22037,7541,9733,63310,1456,8977,8959,2605,2484,4261
2023-08-20,53306,37852,131139,9353,56432,26715,7175,8298,54978,1356,9336,7115,2597,2397,4037
2023-08-21,53061,17051,118947,9871,56320,15820,7087,8058,57661,5207,13059,7463,2486,2431,4169
2023-08-22,54509,13239,111969,9262,57222,13418,6691,7872,45606,1705,12792,7223,2570,2380,4028
2023-08-23,49740,12000,108607,10029,55946,13072,6726,7731,47911,1765,9992,7732,4442,2328,4171
2023-08-24,47245,12218,108059,9550,54628,13294,6708,7566,60167,3309,9554,8292,3163,2226,4111
2023-08-25,50257,11679,108102,8763,56797,12796,6795,7744,47116,5376,9665,6875,2764,2413,4949
2023-08-26,51758,12185,111068,8866,61198,13734,7577,9569,54722,5822,8983,6417,2787,2239,4730
2023-08-27,49310,11958,106783,8076,57963,13645,7115,8175,50676,13585,9047,6485,2832,2255,4494
2023-08-28,46823,11882,97989,7146,52496,13269,6736,7891,48277,24396,11585,7147,2777,2312,4569
2023-08-29,52369,11455,95812,7347,50351,13239,6623,7447,47555,32516,12200,7162,2622,2156,4501
2023-08-30,46879,12779,93149,6924,48133,13488,6278,7109,46102,21293,10185,8215,2501,2192,4467
2023-08-31,44502,17852,80244,5945,43529,15794,5711,6767,56639,9636,9568,8443,2496,1989,4176
2023-09-01,39132,15429,78954,5777,37125,13905,6793,12299,47010,6269,9977,7356,2485,1872,4224
2023-09-02,47974,12681,100512,8425,54575,13673,7498,10719,48456,6053,9071,6451,2629,1996,4630
2023-09-03,42685,11019,85066,7156,49442,13013,6409,8634,58351,4484,8732,5969,2521,1894,4405
2023-09-04,30005,9813,55101,3635,24297,11087,4744,7516,52311,3397,11047,6387,2315,1735,4489
2023-09-05,32281,9512,65194,3633,25868,10943,4669,7030,35622,2237,11867,6619,2413,1737,4384
2023-09-06,33182,10466,63067,4613,25789,11525,4711,6888,27153,2227,9820,10132,2377,1801,4335
2023-09-07,32490,11371,62190,4320,26930,11673,4735,5572,22618,2214,11309,12068,2788,1679,4539
2023-09-08,38524,11449,92694,9871,37548,12176,5480,6329,35001,1959,10785,7411,2533,1980,4498
2023-09-09,53054,11019,135290,12256,61144,12896,7304,7360,35642,1582,9399,6868,2524,2126,4686
2023-09-10,49388,9920,105762,9111,55203,12150,6639,6060,38662,2909,9550,16089,2532,2084,4612
2023-09-11,32081,10255,58609,4143,27629,11374,4732,6136,30890,2998,11619,11784,2466,1679,4475
2023-09-12,32047,10192,58559,4064,28093,11329,5431,9036,19828,2110,11857,8914,2558,1780,4621
2023-09-13,34819,15512,60793,3986,35644,13705,4809,6411,22161,1948,9429,8292,2506,1856,4495
2023-09-14,35402,20901,60892,4003,31702,16906,4652,6653,12747,2313,9135,7971,2576,1929,4468
2023-09-15,41960,14602,108789,5887,41481,13187,5037,6569,13460,1931,9445,7068,2589,2023,4430
2023-09-16,56159,12933,163097,10579,69824,13662,6533,7502,15491,1513,8735,6459,2557,2008,4533
2023-09-17,49804,11474,117498,8341,57528,12265,6180,6661,13389,1519,8897,6672,2492,1803,4395
2023-09-18,36058,13069,65604,3875,28392,12131,4366,6096,10803,2161,11752,7605,2449,1654,4672
2023-09-19,44521,11569,64712,3933,28407,11669,4449,5964,11111,2892,12400,7631,2503,1754,4849
2023-09-20,55748,18352,63382,4180,27801,15787,4550,6341,10601,2228,8971,15201,3240,1780,4453
2023-09-21,35981,12878,60879,3723,28505,12193,4424,6596,11526,2000,8854,31619,2732,1877,4410
2023-09-22,40634,12008,82155,5229,35762,11720,6096,6714,12781,1793,9158,15850,2538,1773,4543
2023-09-23,55143,12186,124869,9764,61837,13661,6689,7698,15130,1532,8293,13496,2685,1922,4600
2023-09-24,54623,11859,102117,7900,53447,13639,6049,6813,13259,1579,8653,10333,2734,1874,4605
2023-09-25,36489,15421,61789,3778,27064,18737,4213,5760,9870,2664,10691,10069,2515,1699,4298
2023-09-26,42991,16664,67807,3617,28107,17262,4267,5950,9580,2071,12610,13207,4184,1672,4513
2023-09-27,41809,30563,125654,4013,29290,28373,4277,5707,9638,1881,9318,10117,3072,1654,4627
2023-09-28,49620,43553,191782,6071,42005,44804,5000,6669,16433,1930,8843,10655,2717,1701,4768
2023-09-29,69741,22176,276058,11706,79179,26559,7124,7980,19217,1503,8694,8822,3816,1869,4195
2023-09-30,61663,14186,207574,10195,70834,16400,6669,6808,16832,1440,8368,7004,3146,1913,4322
2023-10-01,56453,12372,190450,9427,68000,14358,7301,10515,15770,1384,8874,6783,3072,1822,4123
2023-10-02,52706,11963,163155,9047,63860,14529,6516,7775,14328,1470,9853,6289,2871,1873,4267
2023-10-03,50618,11375,151098,8756,58839,17937,6290,6983,13573,1412,10664,6018,2829,1645,4192
2023-10-04,48439,11435,143320,8837,57237,14022,6127,6867,13805,1349,8135,6621,2660,1681,4341
2023-10-05,46898,11436,135724,8333,55538,13435,6155,6672,13968,1451,8199,7003,2723,1805,4499
2023-10-06,40902,12199,114602,6825,49453,13444,5727,6393,12067,1371,8886,6237,2633,1654,4574
2023-10-07,30210,12977,79928,3936,27290,13179,4644,6734,10781,1684,10563,7050,2698,1784,4649
2023-10-08,29102,12520,75252,3976,25730,13186,4471,6387,10482,1742,10310,7108,2588,1749,4799
2023-10-09,28962,14635,71428,3556,24710,14850,4296,5918,9990,2011,13898,7186,2515,1757,4492
2023-10-10,27464,18699,71173,3690,22930,17220,4249,6028,9357,2495,13558,6843,2513,1823,4572
2023-10-11,28619,18817,71479,5122,22001,16176,4330,5719,9353,1931,11594,8125,2484,1840,4555
2023-10-12,30347,26402,72645,4121,23437,20882,4302,6159,9418,1977,9694,9719,2529,1822,4693
2023-10-13,36370,21903,104662,5951,32232,18833,4802,6237,10467,1934,9516,6990,2549,1882,5237
2023-10-14,48261,17143,157385,12719,55606,16167,6196,7028,12867,1482,8522,6186,2743,2314,5160
2023-10-15,41296,16687,121366,8389,45311,16064,5959,6340,11116,1459,8628,5883,2430,1871,4677
2023-10-16,28459,15592,64152,3779,15976,13868,4132,5841,7943,2185,12415,6396,2449,1769,4662
2023-10-17,27703,12429,65583,3739,15622,11642,3960,5574,7469,1810,12276,6968,2303,1656,4784
2023-10-18,28987,14629,64712,4352,17513,12778,4105,5419,7699,1924,8973,7303,3319,1737,4754
2023-10-19,31375,44463,64431,3740,24045,31742,4116,5222,8023,2256,8661,7339,2757,1730,4543
2023-10-20,31834,46981,85146,4864,27459,33008,4225,5189,8226,1830,9095,6409,2413,1728,4464
2023-10-21,46602,30386,144281,9922,51840,25803,5804,5715,10884,1420,7646,5722,2446,1703,4015
2023-10-22,38444,28705,108241,7601,43849,24829,5149,5193,9075,1446,7608,5448,2355,1623,4140
2023-10-23,22942,27892,51756,3267,19463,21163,3601,4844,10885,2925,10322,5781,2248,1592,4644
2023-10-24,21858,19763,47872,2913,18135,16969,3289,4647,6555,2894,12664,5824,2255,1639,4470
2023-10-25,20548,17771,43103,2792,15836,13743,3264,4006,5801,5113,8410,7471,2067,1601,4285
2023-10-26,23301,32006,46309,2698,16132,21994,3190,4301,6310,15057,8201,11028,2146,1595,4150
2023-10-27,31355,32721,78352,4436,26371,26393,3910,4773,7702,10528,8810,6492,2394,1693,4295
2023-10-28,53897,32403,134250,9277,49857,31159,5825,6068,10573,7968,9749,5686,2702,1721,4309
2023-10-29,42150,38187,102740,7107,43577,40125,5465,5534,8845,5132,7979,5249,2310,1639,4038
2023-10-30,23569,21861,48389,2962,17006,19737,14221,20440,9699,9578,10782,5789,2250,1565,4307
2023-10-31,24727,14069,49039,2972,17390,13354,5539,7993,8818,4088,12997,5886,2316,1567,4458
2023-11-01,31544,15769,70128,3723,22070,15800,6209,9727,10930,4416,10687,7480,2622,1770,4552
2023-11-02,23344,35373,50045,2794,16688,32139,4914,7485,8209,4773,8917,7869,2281,1741,4169
2023-11-03,35726,46744,97754,4705,25875,48737,6868,9526,10440,3474,9617,6083,2385,1784,4405
2023-11-04,47586,39973,155106,8569,43197,47083,7989,10516,12995,3384,8526,6036,2641,2128,6660
2023-11-05,43112,41403,114453,6909,38147,50743,6387,8010,11110,2774,8732,5102,2603,2607,5223
2023-11-06,23833,21911,59518,3248,17740,22600,4811,7026,8158,2427,10887,5515,2372,1827,5116
2023-11-07,23762,15082,63244,2992,17793,15689,5224,6363,7348,2042,11381,5433,2477,1748,4706
2023-11-08,26712,16195,149130,4323,19690,16310,4826,6197,7566,1942,9042,6159,3182,1762,4568
2023-11-09,28435,19462,93419,3776,19909,18130,4637,6012,7765,2078,8806,6892,2809,1751,4661
2023-11-10,34135,20068,134101,9985,27073,19659,5122,6160,9147,1783,9523,8728,2763,1794,4681
2023-11-11,47762,48554,191283,11348,44996,56838,5882,6583,10990,1557,9814,6141,2781,1717,4248
2023-11-12,39920,52035,146964,7673,37669,67719,5043,5731,9846,1466,8211,5415,2543,1641,3992
2023-11-13,22499,22830,66015,3155,16413,24009,3736,5435,6956,2139,9589,5686,2386,1670,4142
2023-11-14,27304,18322,77795,3645,20351,19265,4256,6154,8098,1704,11363,6294,2779,1724,4336
2023-11-15,23634,14203,61412,3372,17439,15159,3677,5693,6493,1531,8309,8725,3759,1657,3898
2023-11-16,26564,13980,65050,3442,18885,15063,4444,7216,7360,1816,8393,15393,3318,1657,4165
2023-11-17,37762,15303,108799,5183,26884,17618,4735,5910,9338,1617,8830,34885,3121,1765,4235
2023-11-18,47345,17885,159337,9143,44281,21780,5790,6730,10873,1311,8074,47335,2951,1720,4077
2023-11-19,45506,82533,132539,7499,39947,129442,5553,5845,10378,1331,8171,8979,2835,1690,4164
2023-11-20,29884,25406,69190,3705,21402,28763,4195,5787,9139,1989,15746,8566,2811,1762,4405
2023-11-21,28709,33200,64965,3515,21194,28646,4146,5599,8462,1698,15497,7988,2671,1633,4322
2023-11-22,28601,19239,65717,4109,21208,18315,4000,5419,7779,1535,9784,7627,2601,1624,4503
2023-11-23,27916,16595,60876,3502,17319,15262,4096,5599,7940,1736,9321,8262,2641,1660,4294
2023-11-24,34323,14628,97358,5263,18978,14839,6574,6255,9233,1775,10269,6465,2799,1712,6457
2023-11-25,46792,13472,153287,8493,34153,14648,6565,6772,12256,1392,8443,5957,2659,1862,6008
2023-11-26,39230,12320,119667,6742,29235,13041,5894,5983,10509,1452,8186,6104,2555,1655,5372
2023-11-27,22169,11340,56969,3261,12043,10355,3649,5445,6990,2387,11951,6235,2378,1631,5716
2023-11-28,21752,10799,53224,2949,11562,10355,3401,5102,6577,1775,13082,13103,2272,1608,5419
2023-11-29,27030,11128,64138,3877,14417,10798,3991,5863,7382,1697,9928,11758,2687,1626,5568
2023-11-30,27223,12251,60626,3292,14047,11105,3790,5419,7449,2671,9113,10023,2471,1613,7159
2023-12-01,36440,11421,106995,5271,20511,11797,4977,7740,9699,1919,9779,8140,2515,1708,10414
2023-12-02,45795,10973,151945,8431,42338,12025,6724,8056,10996,1493,8567,6666,2505,1699,6707
2023-12-03,38814,10069,119977,6948,38950,11705,6008,6638,9911,1409,8874,6493,2534,1595,5932
2023-12-04,22652,10240,56474,3349,18780,9968,3989,6267,6889,2040,13748,7223,2156,1535,5619
2023-12-05,25351,10039,63886,3558,20962,9969,4174,6001,7296,1759,14943,7039,2451,1729,5915
2023-12-06,28808,13059,65550,6165,21427,11219,4187,6106,7804,1704,10027,11555,3237,1764,5489
2023-12-07,26526,21337,56964,4099,19248,15345,4089,6147,7484,1834,9151,14227,2605,1567,5430
2023-12-08,30902,15312,99698,5476,27238,12756,4594,6444,8790,1765,9308,8125,2954,1758,6089
2023-12-09,41481,12757,150794,8661,45034,12783,6243,7037,10875,1348,9595,6465,2548,1665,5334
2023-12-10,37782,12050,122125,7171,41216,11947,6272,7570,11536,1462,10488,6245,2575,1625,5379
2023-12-11,17245,12119,43775,2675,13364,10263,3587,5885,6493,2882,11421,6226,2197,1510,5609
2023-12-12,15798,10570,38457,2330,11068,8929,3170,5642,5548,1733,14629,6293,2069,1425,5232
2023-12-13,25635,10754,59989,3487,20673,9599,4027,6090,7120,1673,10946,7333,2198,1635,5477
2023-12-14,30386,12491,70947,4147,25768,10557,5129,8057,8495,1966,12968,8399,2544,1625,6372
2023-12-15,36322,12415,98906,5725,32002,11326,5673,8510,10803,2885,13371,6881,3815,1752,12359
2023-12-16,44209,10967,136819,8518,47829,11323,7216,10057,13992,2141,12839,5843,2818,1699,6595
2023-12-17,35854,9586,102679,6522,38684,10246,5729,6861,11402,1770,11932,5380,2485,1546,5262
2023-12-18,24740,9603,64079,3608,20342,9563,4102,6067,8596,2471,28851,6476,2413,1564,5590
2023-12-19,22044,9179,60747,3156,18728,8780,3643,5446,7396,2000,15888,5888,2324,1586,5095
2023-12-20,24383,8895,119990,3858,30077,8916,3638,5061,7417,1845,9978,13054,2539,1699,4733
2023-12-21,28343,10882,92017,3681,26843,10766,3965,5348,8198,2806,10848,23383,2472,1653,4668
2023-12-22,33433,9021,115627,4885,33510,9496,4361,5306,9139,2025,16339,13192,2300,1617,4754
2023-12-23,41804,8912,154343,8176,52643,9941,5946,6766,11276,1621,13431,9775,2351,1608,4273
2023-12-24,35486,9007,118460,6603,42804,9199,5187,5864,9605,1428,9825,7973,2260,1547,4057
2023-12-25,26509,10336,63746,3335,22076,9743,3846,5581,7247,2257,14821,8258,2419,1733,6600
2023-12-26,30758,10805,69238,3696,24791,10177,4300,5896,7846,2015,14638,8312,3016,1846,9787
2023-12-27,29796,13849,66257,3649,23772,11300,4098,6260,7437,1859,10602,8428,2399,1682,6501
2023-12-28,43705,16450,70640,3970,25187,13463,4448,5959,8165,2200,10170,10872,2411,1717,5832
2023-12-29,41999,11589,116406,6278,36054,11521,5158,6061,13151,2837,11605,9992,2580,1722,6507
2023-12-30,62365,10934,173915,10596,59212,12248,7209,7619,16461,4435,9773,8996,2754,1734,7678
2023-12-31,58048,10580,156370,9460,52865,11904,6581,6244,14540,9595,8749,7219,2449,1570,6625
